synset,mean_rel_drop,max_rel_drop,fragile_count
n07880968,0.5194444444444444,1.0,43
n02097658,0.5185185185185185,1.0,52
n04355338,0.5127272727272728,0.9772727272727273,47
n01641577,0.5100000000000001,0.975,54
n04398044,0.5079069767441862,0.9069767441860466,57
n04507155,0.5075757575757575,0.9772727272727273,50
n01950731,0.5061224489795918,0.9795918367346939,47
n01698640,0.5035460992907802,1.0,42
n04332243,0.5024561403508772,0.9736842105263158,48
n02808440,0.5017777777777778,1.0,48
n01978455,0.5010526315789474,1.0,46
n03814906,0.4992592592592591,0.9555555555555555,53
n07248320,0.49918699186991866,0.926829268292683,52
n03598930,0.4990476190476191,0.9795918367346939,44
n01644373,0.4988405797101448,0.9347826086956522,53
n01742172,0.49519379844961225,1.0,48
n03759954,0.4951851851851851,0.9722222222222222,49
n03529860,0.49365079365079356,1.0,46
n03141823,0.4933333333333334,1.0,48
n04116512,0.49117117117117126,1.0,50
n03014705,0.49066666666666675,1.0,49
n03742115,0.4903333333333333,1.0,45
n04325704,0.48957264957264957,1.0,37
n03042490,0.48861111111111116,1.0,42
n03995372,0.4882882882882882,1.0,45
n04192698,0.4875675675675674,1.0,45
n02097047,0.487017543859649,0.9473684210526315,54
n02231487,0.48651162790697666,0.9767441860465116,50
n03207941,0.4854054054054054,1.0,52
n01729322,0.48323232323232324,1.0,42
n07930864,0.48320000000000013,0.96,48
n04081281,0.4821505376344085,1.0,40
n04376876,0.4803418803418802,1.0,48
n04326547,0.48031746031746014,1.0,42
n03773504,0.48,0.9629629629629629,45
n02105855,0.47968992248062015,0.930232558139535,47
n01669191,0.47855072463768117,0.9782608695652174,46
n04209239,0.4743333333333334,1.0,46
n02229544,0.47351351351351356,1.0,44
n03481172,0.47296296296296303,1.0,42
n03476991,0.4727927927927929,0.9729729729729729,48
n02102318,0.47151515151515155,0.9772727272727273,47
n03146219,0.47096774193548385,0.903225806451613,47
n01689811,0.4695495495495496,1.0,43
n04208210,0.4690000000000001,1.0,42
n03724870,0.46875,0.96875,54
n03372029,0.4683870967741936,0.9677419354838709,46
n02927161,0.4666666666666667,1.0,39
n01984695,0.4660740740740741,1.0,40
n04270147,0.4657471264367815,0.9655172413793103,45
n03527444,0.46573643410852705,1.0,41
n01756291,0.45971014492753626,1.0,43
n01943899,0.45798449612403097,0.9767441860465116,43
n04465501,0.4565217391304348,0.9347826086956522,46
n03017168,0.4565079365079365,1.0,43
n03666591,0.45599999999999996,0.9777777777777777,46
n02107908,0.45523809523809516,0.9523809523809523,44
n04317175,0.4542222222222222,1.0,43
n09246464,0.4540952380952381,1.0,36
n02113624,0.45405405405405397,0.9459459459459459,45
n02607072,0.45333333333333325,0.9787234042553191,46
n07565083,0.4514285714285714,1.0,41
n13054560,0.450232558139535,1.0,37
n04606251,0.450074074074074,0.9777777777777777,39
n02109047,0.44961240310077527,1.0,41
n03032252,0.44923076923076916,1.0,41
n03804744,0.44888888888888884,0.8974358974358975,43
n04493381,0.4484210526315789,0.9473684210526315,42
n01734418,0.4473758865248227,0.9574468085106382,38
n07734744,0.44701754385964904,1.0,50
n02963159,0.447,0.975,42
n03457902,0.44652482269503546,0.9574468085106382,36
n02124075,0.44646464646464656,1.0,41
n03125729,0.4442857142857143,1.0,40
n04532106,0.444102564102564,1.0,39
n03887697,0.442882882882883,1.0,42
n03063599,0.4422988505747126,1.0,40
n02098413,0.442051282051282,0.923076923076923,40
n03124170,0.44170940170940165,0.9743589743589743,42
n04179913,0.44106666666666666,0.98,36
n03131574,0.4406201550387596,0.9767441860465116,39
n03207743,0.44028368794326234,0.9574468085106382,37
n07718747,0.43911111111111106,1.0,40
n02236044,0.4385185185185186,1.0,41
n07711569,0.4377777777777778,0.9722222222222222,35
n04479046,0.43747747747747745,1.0,41
n02909870,0.43686274509803924,0.8823529411764707,44
n03110669,0.43534883720930223,1.0,40
n03876231,0.43454545454545457,1.0,42
n04517823,0.43363636363636365,0.9772727272727273,39
n04133789,0.43333333333333335,1.0,41
n04235860,0.4326666666666667,0.975,41
n04049303,0.4310144927536233,1.0,38
n03250847,0.43047619047619046,1.0,37
n07615774,0.42985507246376814,0.8695652173913043,38
n01986214,0.4277333333333333,0.96,37
n02099849,0.4275362318840579,0.9565217391304347,37
n03743016,0.42468085106382975,1.0,36
n02655020,0.42416666666666664,0.9374999999999999,40
n04357314,0.4238383838383838,1.0,42
n02869837,0.42356589147286827,0.9534883720930232,38
n02113023,0.4221333333333333,0.9,37
n04254120,0.4217886178861788,1.0,33
n01883070,0.42121212121212126,1.0,38
n03908714,0.41962962962962963,1.0,38
n02107312,0.41787878787878785,0.9772727272727273,34
n02992529,0.4166666666666667,0.975,37
n02837789,0.4163809523809523,0.9428571428571428,39
n04067472,0.4148837209302325,1.0,35
n03485794,0.4145454545454546,0.9772727272727273,37
n03976657,0.4144927536231884,1.0,39
n03933933,0.4143859649122807,1.0,33
n01774750,0.4141496598639456,0.9183673469387755,38
n03970156,0.41333333333333333,0.9487179487179487,37
n02526121,0.41298245614035095,1.0,36
n01773157,0.4127777777777777,0.9374999999999999,37
n02111277,0.4099290780141843,0.9148936170212766,37
n03127925,0.4099047619047619,1.0,38
n04461696,0.40969696969696967,0.9772727272727273,37
n02910353,0.40958333333333335,1.0,38
n03717622,0.40933333333333344,0.98,34
n03967562,0.4092063492063491,1.0,32
n02088364,0.40918518518518526,1.0,39
n03325584,0.40907801418439715,0.8936170212765958,35
n04399382,0.4080620155038759,0.813953488372093,38
n02877765,0.4077037037037037,0.9333333333333333,38
n04118538,0.40722222222222226,0.9166666666666667,32
n02892201,0.406241134751773,0.9787234042553191,34
n03692522,0.4062222222222222,1.0,37
n07873807,0.40592592592592597,1.0,34
n02536864,0.40544217687074835,0.9795918367346939,33
n03877472,0.40424242424242424,1.0,31
n02093991,0.4042276422764227,0.9024390243902439,36
n03133878,0.4041481481481482,0.9777777777777777,37
n02504458,0.4038709677419355,1.0,40
n01664065,0.4020289855072465,0.9565217391304347,33
n02233338,0.4012698412698413,0.9523809523809523,37
n04447861,0.39999999999999997,1.0,38
n04162706,0.39944444444444444,1.0,36
n04136333,0.39933333333333343,1.0,34
n02113712,0.39797979797979793,1.0,34
n02974003,0.39777777777777773,0.9583333333333333,43
n02096177,0.3976296296296296,0.8666666666666667,32
n04366367,0.3975,1.0,33
n03930313,0.39739130434782616,0.9130434782608696,34
n12144580,0.39666666666666667,1.0,34
n02484975,0.39666666666666667,0.9545454545454545,33
n01667114,0.3963963963963964,1.0,35
n03249569,0.3963636363636364,0.9090909090909092,35
n02119789,0.3959259259259259,0.9444444444444444,41
n02169497,0.394954954954955,0.7837837837837838,39
n01945685,0.3946666666666667,0.9555555555555555,32
n04590129,0.39438596491228073,0.9736842105263158,34
n04554684,0.3942424242424242,1.0,32
n03483316,0.393939393939394,0.9090909090909092,34
n03388043,0.3934751773049645,0.9787234042553191,34
n02807133,0.3933333333333333,0.8478260869565217,36
n01978287,0.39333333333333326,0.9761904761904762,34
n09193705,0.39313131313131316,1.0,28
n03584254,0.3925,0.9583333333333333,35
n02102040,0.39234042553191484,0.9787234042553191,32
n07718472,0.392,0.9249999999999999,37
n02408429,0.3918840579710145,0.9347826086956522,35
n02788148,0.39069767441860465,1.0,32
n02085620,0.39052631578947367,0.9736842105263158,33
n02206856,0.3903875968992248,0.8604651162790697,33
n02137549,0.3882539682539683,0.9523809523809523,33
n02097474,0.3879674796747967,0.8780487804878049,38
n02939185,0.38594594594594595,0.8108108108108107,35
n07871810,0.3855855855855856,0.9729729729729729,36
n02099712,0.3848484848484849,0.9772727272727273,34
n02090721,0.3846153846153845,1.0,33
n03733805,0.3841860465116279,0.930232558139535,31
n02786058,0.38400000000000006,0.8666666666666667,33
n04070727,0.3836363636363637,1.0,31
n02077923,0.3836111111111112,0.9583333333333333,34
n03498962,0.38256410256410256,0.9487179487179487,37
n01692333,0.38242424242424244,0.9772727272727273,28
n03388183,0.3823188405797102,0.9782608695652174,30
n04204347,0.3820155038759689,1.0,30
n04074963,0.3816296296296297,0.9777777777777777,33
n01877812,0.3809929078014184,0.9787234042553191,33
n03803284,0.3792248062015504,0.9767441860465116,32
n02091134,0.3786046511627907,1.0,31
n03729826,0.37837037037037047,0.9333333333333333,34
n02977058,0.3780740740740741,1.0,30
n03661043,0.3777777777777778,1.0,34
n02841315,0.377560975609756,0.975609756097561,35
n03047690,0.3774603174603175,0.8333333333333333,37
n07831146,0.3773913043478261,0.9347826086956522,29
n03180011,0.3772549019607844,1.0,33
n01847000,0.3771428571428571,0.9183673469387755,32
n04039381,0.3765217391304348,1.0,28
n04330267,0.37561904761904763,0.9714285714285714,32
n07693725,0.3752845528455284,0.8780487804878049,29
n02095570,0.37426356589147286,0.930232558139535,32
n09421951,0.37411764705882355,0.9705882352941176,34
n03983396,0.374095238095238,0.9714285714285714,27
n03530642,0.37368421052631573,0.8157894736842105,34
n03871628,0.3733333333333333,0.9655172413793103,34
n04120489,0.3733333333333333,1.0,29
n07579787,0.3728395061728395,1.0,29
n02321529,0.37268292682926824,1.0,28
n02172182,0.37222222222222223,0.9374999999999999,32
n07716358,0.37178294573643406,0.930232558139535,29
n04501370,0.37125925925925923,1.0,29
n03777754,0.371,0.975,32
n04040759,0.370962962962963,0.9777777777777777,35
n02804414,0.37085271317829455,1.0,30
n04592741,0.370752688172043,0.903225806451613,38
n02168699,0.37,0.9772727272727273,28
n04277352,0.36979591836734693,0.8979591836734694,30
n02088466,0.36977777777777776,0.9666666666666667,28
n03930630,0.36888888888888893,0.9555555555555555,27
n02190166,0.3688888888888889,0.9583333333333333,38
n02100735,0.3687943262411347,1.0,30
n03188531,0.36857142857142855,1.0,33
n04350905,0.36761904761904757,0.9714285714285714,29
n07802026,0.36749999999999994,0.8333333333333333,34
n02504013,0.3670588235294118,1.0,32
n04238763,0.36682170542635656,1.0,29
n02087394,0.3666666666666667,0.9772727272727273,29
n03891251,0.3661788617886179,0.975609756097561,32
n03761084,0.3661261261261261,1.0,29
n03461385,0.36609523809523803,1.0,25
n03788365,0.36517006802721086,1.0,29
n04127249,0.3647619047619048,0.9761904761904762,29
n02098105,0.3643333333333334,0.9249999999999999,32
n02883205,0.3639024390243902,0.9024390243902439,32
n04372370,0.3635087719298245,0.9473684210526315,30
n03160309,0.36296296296296293,0.9111111111111112,29
n04131690,0.3628070175438597,0.8947368421052632,31
n03697007,0.3625396825396825,1.0,29
n02111500,0.3623333333333333,0.95,34
n07697537,0.3619047619047619,0.9591836734693877,32
n09472597,0.36144927536231886,0.9347826086956522,33
n01784675,0.36121212121212115,0.9090909090909092,31
n02980441,0.36,1.0,28
n02089867,0.36,1.0,35
n04370456,0.3590123456790123,1.0,36
n07768694,0.35833333333333334,0.9374999999999999,30
n03259280,0.35829059829059834,0.923076923076923,30
n03775071,0.35787878787878785,0.8863636363636364,30
n03690938,0.3577142857142857,0.8857142857142858,32
n10565667,0.3573333333333334,0.9555555555555555,27
n04482393,0.3572222222222222,0.9166666666666667,28
n02109961,0.35703703703703704,0.8518518518518519,29
n04099969,0.3565079365079365,1.0,28
n02948072,0.3563333333333334,0.95,32
n01882714,0.35611111111111116,0.9374999999999999,29
n02981792,0.3555555555555555,0.9743589743589743,24
n03785016,0.35545454545454547,1.0,28
n07695742,0.35534883720930227,0.930232558139535,27
n07747607,0.355,1.0,31
n04550184,0.35460317460317453,1.0,34
n04033901,0.3545454545454546,0.9318181818181819,27
n03891332,0.3538888888888889,0.9583333333333333,30
n04069434,0.3536507936507936,1.0,29
n02099429,0.35347517730496447,0.9787234042553191,30
n02177972,0.35333333333333333,0.9166666666666667,29
n02256656,0.35238095238095235,1.0,26
n03617480,0.35234042553191486,1.0,24
n03376595,0.3522480620155039,0.9767441860465116,30
n04509417,0.3516666666666667,0.875,31
n02797295,0.3516279069767441,1.0,30
n01914609,0.3514814814814815,0.9166666666666666,32
n04005630,0.3507936507936507,0.9761904761904762,31
n06596364,0.3501587301587301,1.0,25
n02906734,0.3492682926829268,0.975609756097561,27
n02823750,0.34861788617886175,0.8536585365853658,32
n02790996,0.3485185185185185,1.0,23
n03404251,0.3481481481481482,0.9333333333333333,33
n07717410,0.3478260869565218,0.8478260869565217,30
n02859443,0.3478260869565218,0.9782608695652174,28
n02950826,0.3478260869565218,1.0,27
n03787032,0.3454545454545455,0.9393939393939393,38
n03220513,0.3453333333333334,0.9,29
n04560804,0.345,1.0,43
n04487394,0.3444444444444444,0.9761904761904762,28
n02497673,0.34358974358974353,0.8461538461538461,37
n09256479,0.3432478632478632,0.9743589743589743,25
n07875152,0.343030303030303,1.0,28
n07753592,0.3427272727272727,0.9772727272727273,30
n03425413,0.3425850340136054,1.0,29
n02099267,0.34232558139534885,0.9767441860465116,29
n02108915,0.34231292517006806,0.9795918367346939,29
n02093428,0.34222222222222226,1.0,32
n04009552,0.34185185185185185,1.0,27
n03492542,0.3410370370370371,0.9777777777777777,27
n02640242,0.341037037037037,0.9777777777777777,32
n04367480,0.3408695652173913,0.9782608695652174,28
n01704323,0.34068027210884355,1.0,28
n02403003,0.34,0.9666666666666667,27
n02104365,0.3395744680851064,0.9361702127659574,30
n02966687,0.3383333333333333,1.0,30
n02226429,0.3368421052631579,1.0,26
n03538406,0.3363265306122449,1.0,25
n09229709,0.336,0.8444444444444444,29
n07753275,0.33555555555555555,0.9791666666666666,26
n04536866,0.33538461538461534,1.0,24
n02091032,0.33503546099290776,1.0,26
n03126707,0.33484848484848484,1.0,24
n02444819,0.3346031746031746,0.9523809523809523,29
n02100583,0.33422222222222225,0.9111111111111112,30
n03065424,0.334017094017094,0.717948717948718,31
n02002556,0.3336170212765957,0.851063829787234,28
n07684084,0.33333333333333326,0.9722222222222222,31
n02093754,0.3327777777777778,0.9166666666666667,28
n03272010,0.33268292682926826,1.0,28
n02676566,0.3325714285714284,1.0,26
n01796340,0.3322222222222223,0.8958333333333334,26
n02840245,0.33153153153153153,0.9729729729729729,31
n02727426,0.3312592592592592,0.9777777777777777,24
n04336792,0.33087719298245616,1.0,26
n02106550,0.33034013605442175,0.9183673469387755,27
n02487347,0.33033333333333337,0.9249999999999999,27
n04553703,0.33,1.0,24
n03874599,0.3298412698412697,0.9761904761904762,28
n02442845,0.3295652173913044,0.9130434782608696,26
n02493793,0.3283950617283951,0.8148148148148149,22
n03100240,0.327891156462585,0.9387755102040816,25
n03843555,0.32775193798449614,0.9534883720930232,29
n02641379,0.32696969696969697,0.9545454545454545,24
n09428293,0.32666666666666666,1.0,31
n04542943,0.32622222222222225,0.9777777777777777,27
n04404412,0.32596491228070174,0.9473684210526315,32
n09468604,0.3258536585365853,1.0,27
n03443371,0.3253333333333332,0.9428571428571428,24
n03337140,0.325037037037037,1.0,24
n02834397,0.3249122807017544,0.868421052631579,31
n02814533,0.3244444444444445,1.0,23
n07697313,0.32408163265306117,0.8775510204081632,26
n03980874,0.32357723577235764,0.8292682926829268,24
n03482405,0.3235087719298246,0.9736842105263158,24
n02099601,0.3233333333333333,0.9374999999999999,31
n01582220,0.3225,0.9583333333333333,28
n04522168,0.3217204301075268,0.7419354838709676,28
n03873416,0.3216260162601626,0.8780487804878049,22
n04429376,0.32155038759689925,0.9767441860465116,23
n04485082,0.32126984126984115,0.9761904761904762,30
n02094114,0.32099999999999995,0.85,26
n04209133,0.3208888888888889,0.9333333333333333,24
n01855672,0.3206060606060606,0.9318181818181819,22
n04141076,0.31967479674796734,1.0,24
n02443484,0.3196581196581197,0.8974358974358975,29
n01735189,0.31945578231292515,0.7959183673469388,24
n04023962,0.3193333333333333,0.825,27
n02088238,0.3187596899224806,1.0,23
n01774384,0.31851851851851853,0.9555555555555555,27
n03347037,0.31851851851851853,0.9444444444444444,29
n02098286,0.31773049645390067,0.7659574468085106,26
n02268443,0.31733333333333336,1.0,25
n01688243,0.3167407407407407,1.0,28
n03721384,0.31638888888888883,1.0,25
n01728920,0.31623188405797104,0.9347826086956522,22
n04389033,0.31596899224806196,0.9767441860465116,24
n04417672,0.3159420289855072,0.9565217391304347,24
n02105056,0.3158518518518519,0.8222222222222222,26
n03991062,0.3155555555555556,0.9555555555555555,21
n02114367,0.31544715447154464,0.9024390243902439,18
n02437616,0.31537414965986393,0.8571428571428571,26
n02319095,0.31517730496453905,0.9574468085106382,23
n02091244,0.31492063492063493,0.8571428571428571,24
n02101388,0.31444444444444436,0.9374999999999999,29
n04456115,0.31396825396825395,0.8809523809523809,30
n04204238,0.31396825396825395,0.8809523809523809,24
n04442312,0.31333333333333335,1.0,28
n04523525,0.313,1.0,26
n04065272,0.31290780141843966,1.0,19
n04552348,0.3125925925925926,0.8444444444444444,29
n01917289,0.3122222222222222,0.8958333333333334,27
n03255030,0.31186991869918695,0.9512195121951219,27
n03179701,0.31176470588235294,1.0,30
n02364673,0.3110144927536232,0.8478260869565217,22
n01616318,0.3107482993197279,0.9591836734693877,23
n01770081,0.3107482993197279,0.9387755102040816,25
n07715103,0.30950354609929076,1.0,25
n03710193,0.30903703703703705,0.8222222222222222,26
n03400231,0.30901960784313737,0.8823529411764707,27
n04265275,0.3086274509803923,1.0,30
n03384352,0.3080272108843537,1.0,17
n02174001,0.30780141843971626,1.0,24
n01695060,0.3063888888888889,0.9791666666666666,26
n02395406,0.30585858585858594,0.9696969696969697,26
n03297495,0.30476190476190473,1.0,23
n03937543,0.3029787234042553,0.7872340425531915,22
n04371774,0.3020289855072464,0.9130434782608696,22
n02113799,0.3017391304347827,0.8695652173913043,26
n02091831,0.3013953488372093,0.9767441860465116,23
n03197337,0.30095238095238086,0.9428571428571428,25
n01484850,0.3004444444444444,0.8444444444444444,26
n03627232,0.30000000000000004,0.9545454545454545,22
n02823428,0.29953488372093023,0.8837209302325582,18
n02105251,0.2979047619047618,0.8285714285714285,23
n03691459,0.2977777777777778,0.9696969696969697,20
n02094433,0.2976576576576576,0.7837837837837838,22
n03584829,0.29760000000000003,0.9,23
n03792972,0.29749999999999993,0.9583333333333333,26
n02088632,0.29739130434782607,1.0,22
n01665541,0.2972972972972973,0.9189189189189189,27
n02133161,0.2964539007092198,0.8297872340425532,25
n01677366,0.2961240310077519,1.0,20
n02687172,0.2956521739130435,0.9782608695652174,21
n01514859,0.2954545454545454,0.9772727272727273,22
n04584207,0.29451851851851846,0.8222222222222222,27
n01687978,0.29428571428571426,0.8095238095238095,23
n09399592,0.29414141414141415,1.0,29
n02051845,0.29333333333333333,1.0,19
n02105412,0.29266666666666674,0.9249999999999999,27
n02494079,0.2926495726495726,0.8205128205128205,20
n04458633,0.29250000000000004,0.875,23
n07717556,0.2923577235772358,0.975609756097561,25
n04443257,0.2920430107526882,1.0,26
n04141327,0.2917829457364341,1.0,22
n02699494,0.29094017094017094,1.0,23
n02397096,0.2900680272108843,0.9795918367346939,23
n03063689,0.28947368421052627,0.9473684210526315,23
n02346627,0.28944444444444445,0.9791666666666666,23
n12985857,0.28870748299319726,0.9591836734693877,21
n04254777,0.2882352941176471,0.911764705882353,21
n01770393,0.2881632653061224,0.9591836734693877,20
n09332890,0.2876767676767677,1.0,29
n02398521,0.28761904761904766,0.8775510204081632,23
n02704792,0.2875213675213675,0.923076923076923,22
n04335435,0.2875,1.0,20
n02097298,0.2874418604651163,0.8837209302325582,20
n03187595,0.2873469387755102,1.0,24
n04037443,0.2873015873015873,0.9761904761904762,22
n07716906,0.2865248226950354,0.9361702127659574,26
n04118776,0.28634920634920635,0.9523809523809523,23
n03124043,0.28603174603174597,0.9523809523809523,28
n02106382,0.2849612403100776,0.930232558139535,24
n03394916,0.2849612403100775,1.0,19
n02892767,0.2848780487804878,0.8292682926829268,23
n04125021,0.28484848484848485,1.0,24
n02843684,0.28474074074074074,0.7333333333333334,21
n03630383,0.2844444444444445,0.9777777777777777,21
n02814860,0.2843410852713178,0.930232558139535,19
n03920288,0.28412698412698406,0.8809523809523809,22
n02692877,0.28393939393939394,0.8636363636363636,20
n01768244,0.2838095238095238,1.0,21
n03534580,0.2837209302325581,0.9534883720930232,18
n03673027,0.2834042553191489,1.0,22
n02486410,0.28340425531914887,0.8723404255319149,22
n03494278,0.28340425531914887,0.9787234042553191,22
n03208938,0.28326530612244893,1.0,22
n04347754,0.2830303030303031,0.9545454545454545,22
n02708093,0.28259259259259256,0.9722222222222222,20
n04259630,0.28175438596491226,0.8421052631578947,21
n03594734,0.2814414414414415,0.9729729729729729,20
n03935335,0.2811111111111111,0.8958333333333334,24
n13052670,0.2805555555555555,0.9791666666666666,22
n02128925,0.2796899224806201,0.9767441860465116,20
n02110063,0.2793798449612403,0.8604651162790697,22
n02108089,0.27936507936507926,0.9285714285714286,23
n01728572,0.27906976744186046,0.9767441860465116,20
n02110958,0.2786394557823129,0.9795918367346939,21
n02777292,0.2786394557823129,0.8979591836734694,20
n03942813,0.2783333333333333,0.9583333333333333,15
n03045698,0.2783333333333333,0.7916666666666667,22
n04548280,0.27814814814814814,0.9444444444444444,23
n03595614,0.27757575757575753,0.8181818181818181,27
n04467665,0.2773913043478261,0.9347826086956522,22
n03452741,0.2771929824561403,0.9473684210526315,20
n03379051,0.27694444444444444,0.9166666666666667,20
n03424325,0.2768794326241134,1.0,22
n12267677,0.2768,0.96,25
n03895866,0.27666666666666667,0.96875,26
n02108422,0.2758730158730158,1.0,25
n02457408,0.27573333333333333,0.92,22
n01531178,0.2754666666666667,0.74,16
n03355925,0.275,0.975,24
n03837869,0.2743703703703705,0.9333333333333333,21
n02093256,0.2738738738738738,0.9729729729729729,25
n02085936,0.27365079365079364,0.7619047619047619,22
n07749582,0.2734883720930233,0.9534883720930232,21
n02134084,0.273469387755102,0.8775510204081632,22
n02422699,0.2733333333333333,0.8181818181818181,16
n04540053,0.27265306122448973,0.9387755102040816,18
n02870880,0.2724324324324324,1.0,19
n03902125,0.2718840579710145,1.0,18
n01819313,0.27183673469387754,0.8775510204081632,22
n02783161,0.2716666666666667,0.85,26
n03944341,0.27156462585034014,0.7551020408163265,18
n02930766,0.2713178294573644,0.8372093023255813,18
n01491361,0.271111111111111,0.8444444444444444,28
n04310018,0.27093333333333336,1.0,21
n02488291,0.27066666666666667,0.85,19
n03000247,0.27052631578947367,0.9736842105263158,20
n04258138,0.2698550724637681,0.9782608695652174,19
n02667093,0.26933333333333337,1.0,20
n03786901,0.2692753623188406,0.8043478260869564,23
n03947888,0.2688888888888888,1.0,16
n02978881,0.26851851851851843,0.9722222222222222,22
n03854065,0.26811594202898553,1.0,16
n02110341,0.2677551020408163,0.9591836734693877,23
n03109150,0.2674829931972789,1.0,23
n02093859,0.26637037037037037,0.9777777777777777,22
n02815834,0.26626262626262626,0.9393939393939393,22
n02999410,0.26606060606060605,0.9090909090909092,25
n04328186,0.26588235294117646,0.9411764705882353,18
n02107142,0.26575757575757575,0.9772727272727273,21
n02879718,0.26548148148148143,0.9777777777777777,23
n01632458,0.26472222222222214,0.875,21
n03478589,0.2643478260869566,0.9565217391304347,15
n02672831,0.2641134751773049,0.9787234042553191,18
n03075370,0.26370370370370366,0.9555555555555555,17
n04251144,0.2635460992907801,0.8723404255319149,20
n03658185,0.26303030303030306,1.0,29
n02012849,0.2625641025641025,0.8974358974358975,21
n01955084,0.2624113475177305,0.9787234042553191,21
n02102973,0.2622222222222222,0.9166666666666667,16
n03345487,0.262127659574468,1.0,14
n06785654,0.26127659574468076,0.9574468085106382,14
n04423845,0.2611382113821138,0.8780487804878049,17
n03814639,0.260952380952381,0.8809523809523809,23
n01494475,0.2608695652173913,0.8695652173913043,19
n01532829,0.26080000000000003,0.78,21
n01751748,0.2604878048780487,0.7073170731707317,20
n03201208,0.26000000000000006,1.0,23
n07590611,0.25969696969696976,0.9318181818181819,24
n02011460,0.2595918367346938,0.9591836734693877,18
n01829413,0.2593197278911564,1.0,18
n02110806,0.25904761904761897,0.8163265306122449,21
n03445777,0.25861111111111107,0.7083333333333333,18
n03018349,0.2583703703703705,0.9777777777777777,20
n01632777,0.25833333333333336,0.8125000000000001,23
n02951358,0.25768707482993203,0.9795918367346939,21
n03929855,0.25757575757575757,0.9545454545454545,17
n01980166,0.2575609756097561,0.9024390243902439,20
n01749939,0.25756097560975605,0.9512195121951219,20
n01682714,0.2575438596491228,0.9210526315789473,25
n04462240,0.25696969696969696,1.0,26
n02128385,0.25681159420289856,0.9565217391304347,19
n02804610,0.2565217391304349,0.9782608695652174,18
n02101006,0.2550354609929078,0.8085106382978724,15
n03877845,0.25495934959349587,0.975609756097561,19
